customer_id,first_name,last_name,email,phone,signup_date,birth_date,gender,city,country,status
76,Randall,Farrell,brittanygardner@example.net,689-464-6528x092,2024-01-31,2005-05-27,Female,Kimberlyville,Maldives,Active
77,Robin,Curtis,bentonsteven@example.net,475.972.1586x24150,2023-02-20,1964-12-15,Male,Ramseyborough,Liberia,Inactive
78,Stephen,Mack,samuelcarter@example.net,956-444-9485x625,2024-11-12,1970-01-21,Male,Donnaville,Congo,Inactive
79,Joseph,Le,fuenteslaura@example.com,+1-970-632-0320,2023-08-23,1985-03-05,Male,Lake Sarah,Cote d'Ivoire,Inactive
80,John,Lewis,ttaylor@example.org,(976)917-0758,2023-10-24,1986-05-28,Female,East Charles,Kuwait,Active
81,Anna,Hayes,donna66@example.org,512.215.1342x2849,2023-06-29,1985-09-26,Male,North Kevin,Armenia,Inactive
82,Jose,Perez,eewing@example.net,392.761.3715x04165,2024-02-05,1963-11-25,Female,North Justinview,Comoros,Inactive
83,Brenda,Morgan,sferguson@example.com,(701)277-7490,2024-11-29,1994-03-13,Male,Port Teresa,French Southern Territories,Inactive
84,Rachael,Chavez,gibbsmichael@example.net,+1-897-359-2304x5018,2023-09-01,1984-03-04,Male,Jessicahaven,Saint Martin,Inactive
85,Reginald,Perry,rodriguezjohn@example.net,(342)636-1032x6642,2025-01-19,1982-02-25,Female,North Thomasmouth,Colombia,Inactive
86,Jeffrey,Davis,gabriel90@example.net,964.692.5158x3776,2023-08-10,2001-04-27,Male,Port Kathleen,Sudan,Active
87,Whitney,Simmons,vrasmussen@example.com,001-896-316-5926,2025-04-17,1976-12-14,Male,Barbarahaven,French Polynesia,Inactive
88,William,Ortega,smithjonathan@example.net,3856732788,2025-07-06,1982-08-04,Female,Lake Eugeneborough,Timor-Leste,Inactive
89,Christopher,Brooks,seanmyers@example.net,261.374.2243x864,2024-04-22,1967-09-23,Female,Lake Andreaton,Georgia,Active
90,Brandon,Hernandez,michaeljohnson@example.org,6817866179,2024-02-07,1968-03-07,Female,South Robert,Falkland Islands (Malvinas),Inactive
91,Daniel,Leblanc,robert11@example.net,891-680-1722x601,2022-12-07,1986-10-05,Female,Lake Haleyburgh,Tanzania,Inactive
92,Courtney,Jones,michaelcooper@example.org,897-279-4523x21941,2023-02-28,1955-02-22,Female,North Adamborough,Kiribati,Inactive
93,Laura,Decker,gbailey@example.com,9616027769,2023-04-17,1962-07-01,Male,New Matthew,France,Active
94,Robert,Davis,tflores@example.org,+1-595-264-1220x310,2024-12-23,1973-11-16,Male,Lopezville,Mexico,Inactive
95,Bryan,Davis,johnsonmatthew@example.org,972.436.8314,2025-02-15,1959-02-16,Female,West Crystalmouth,New Caledonia,Active
96,Patrick,Rodgers,sarahyang@example.net,560.612.2777x0793,2025-09-07,1998-11-08,Female,West John,Afghanistan,Inactive
97,Wendy,Cain,andrearivera@example.com,001-660-250-1667,2025-02-09,1958-02-01,Female,New Jennifer,Slovakia (Slovak Republic),Active
98,Allison,Hawkins,zhall@example.net,767.389.9730x8069,2023-09-09,2006-11-06,Male,Angelaburgh,Faroe Islands,Inactive
99,Tasha,Willis,jacobsandoval@example.com,567-917-9576x024,2023-08-06,1997-09-26,Female,Kirbyburgh,Lithuania,Active
100,Michelle,Hoffman,mclaughlinnicole@example.com,(873)783-9597x246,2025-11-04,2002-07-26,Female,North Shannonside,Jersey,Inactive
101,Alexander,Rivera,tprice@example.org,329.834.1722x3297,2024-01-10,1979-03-20,Female,Martinmouth,Anguilla,Active
102,Jennifer,Martinez,joshuapadilla@example.org,243.338.0054x5228,2024-11-02,1965-04-16,Male,Mahoneybury,Kenya,Inactive
103,Erin,Gomez,lloydamanda@example.com,661-493-1837x45508,2023-12-08,1984-10-22,Female,Port Angela,San Marino,Inactive
104,Amanda,Ortega,james14@example.net,001-289-310-7711x991,2023-04-18,1991-06-16,Male,Port Walter,Martinique,Inactive
105,Joseph,Christensen,orose@example.com,(313)452-4787,2023-06-29,1959-03-11,Male,Nunezborough,Israel,Active
106,Danielle,Parrish,lcarr@example.org,+1-455-321-3760x3754,2024-09-11,1956-08-02,Male,Port Timothy,Tonga,Active
107,Daniel,Griffith,michael79@example.org,856-953-2863x266,2023-03-22,1979-12-02,Female,New Matthewville,Brunei Darussalam,Inactive
108,Ryan,Schmitt,samantha91@example.net,250.872.0811x55626,2024-07-27,1977-01-22,Male,Thompsonmouth,Singapore,Active
109,Shawn,Burke,lawrenceallen@example.org,001-602-490-8466x84550,2025-03-21,1999-01-30,Male,East Ryanport,Czech Republic,Inactive
110,Stephanie,Bell,nathanielthomas@example.com,001-367-238-9975x634,2024-07-01,1990-03-29,Female,North Teresaborough,Germany,Active
111,Nancy,Lane,kcarlson@example.com,+1-656-728-8431,2022-12-09,1999-09-16,Female,Lake William,Bahrain,Active
112,Jose,Lewis,olopez@example.net,001-620-708-9434x68105,2024-12-16,1958-01-07,Male,East Rachel,Uzbekistan,Inactive
113,Vincent,Douglas,angelaburns@example.org,501-574-9075,2023-03-12,1957-05-21,Male,North Emily,Turks and Caicos Islands,Active
114,Guy,Walker,leonardhayes@example.org,(544)792-6831x589,2023-03-01,1956-08-20,Male,West Rachael,Albania,Active
115,Rita,Rodriguez,stephanie72@example.org,912.366.1106x273,2024-05-28,1965-04-03,Female,Mclaughlinland,Puerto Rico,Active
116,Monica,Bruce,gmaynard@example.net,(986)898-8649x767,2025-04-21,1987-11-03,Male,Nguyentown,Taiwan,Inactive
117,Kenneth,Richardson,fortiz@example.com,(328)527-7288,2025-08-22,2001-05-08,Female,Cisnerosfort,Latvia,Active
118,Danielle,Farmer,fburns@example.net,670.228.5196x115,2025-11-18,1967-01-14,Female,Cruzton,Isle of Man,Active
119,Chelsea,Andrews,flynnjeffrey@example.org,221.654.5447x02296,2023-03-01,2004-07-21,Male,Camposstad,Gibraltar,Active
120,Eric,Aguirre,jeffrey42@example.com,632-970-1851x0679,2023-04-21,1963-08-17,Male,North Cynthia,Belarus,Inactive
121,Kathryn,Bruce,hdunn@example.net,867-892-2877x72519,2023-05-29,1959-05-21,Female,Port Destinyview,Slovakia (Slovak Republic),Inactive
122,Amber,Villegas,adamsamy@example.com,265.680.7412,2025-05-10,1975-12-14,Male,Port Charles,Saudi Arabia,Active
123,Kimberly,Cardenas,wolfscott@example.org,+1-518-913-9890,2024-06-29,1967-08-04,Male,South Catherine,New Caledonia,Inactive
124,Alyssa,Austin,pgarcia@example.org,701.882.0433x97189,2022-12-01,1976-09-03,Male,Wilsonhaven,Barbados,Inactive
125,Aaron,Day,nancy07@example.com,001-707-805-6260,2025-07-05,1986-06-05,Female,West Tarachester,Solomon Islands,Active
126,Mario,Johnson,michelle17@example.org,611-818-2422x412,2023-09-02,2000-01-01,Female,New Heather,Latvia,Inactive
127,Andrew,Hickman,jasonrojas@example.net,+1-720-695-2004x61526,2024-11-19,1968-03-04,Male,Donnaburgh,Norfolk Island,Active
128,Sarah,Gallegos,michelle96@example.org,(610)233-9937x8861,2023-05-18,1963-01-27,Male,Lake Lynnberg,Antigua and Barbuda,Inactive
129,Natasha,Adams,kristenli@example.org,578-461-7063x04891,2025-09-15,1983-11-11,Male,Bennettfurt,Uruguay,Inactive
130,Marie,White,amanda98@example.org,896-971-8325x8238,2023-04-12,1956-09-17,Male,Gallagherstad,Portugal,Active
131,Kyle,Park,tiffany44@example.net,6076942007,2024-04-02,1996-01-11,Male,East Marioborough,Moldova,Inactive
132,Brian,Parker,stephanie81@example.org,+1-865-339-8402x89141,2023-09-14,1975-05-28,Female,Christinashire,Timor-Leste,Inactive
133,Natalie,Morgan,rsellers@example.net,(684)963-9855,2024-09-23,1970-05-04,Female,West Mark,Slovakia (Slovak Republic),Active
134,Stacey,Smith,jacquelineanderson@example.org,935-253-7950x209,2023-04-04,1993-12-13,Female,Emilytown,Guinea-Bissau,Active
135,Christopher,Kane,maria67@example.org,2269876811,2023-02-05,2002-01-09,Male,Rojasberg,Benin,Inactive
136,Todd,Knight,courtney67@example.org,+1-215-569-5620x17537,2024-06-15,1963-04-24,Male,South Josephfort,Liberia,Inactive
137,Chad,Morales,powellkara@example.net,001-604-953-1943x3750,2023-11-18,2007-04-05,Female,Port Christina,Puerto Rico,Inactive
138,Kathleen,Thomas,shawn75@example.net,001-593-403-6149x872,2024-10-14,1969-09-20,Female,Garzaport,Dominican Republic,Inactive
139,Katie,Schultz,meltonmelanie@example.org,692-512-4938,2023-02-20,2006-11-03,Female,Port Samuelfurt,Palestinian Territory,Inactive
140,David,Johnson,sreid@example.com,+1-308-994-8706x05664,2025-05-02,1981-12-30,Female,Smithtown,Chad,Active
141,Thomas,Reese,flynnraymond@example.com,558.703.0468x7506,2023-06-29,1990-12-01,Male,Parkerfort,Tonga,Inactive
142,Andrea,Lewis,troymorris@example.com,790-636-1332,2023-10-06,1997-08-13,Male,Angieshire,Mauritania,Active
143,Joseph,Barnes,amy29@example.com,510-376-0954,2023-02-06,2002-02-23,Male,Richardland,Nauru,Inactive
144,Monique,Peterson,patricia00@example.org,335.305.8319x9717,2023-01-19,1960-10-27,Female,Port Charlene,Guatemala,Inactive
145,Rodney,Wood,ksmith@example.com,6068512070,2024-11-17,1988-07-21,Male,Danielmouth,Belgium,Inactive
146,Jason,Griffith,bsmith@example.org,810-580-4661,2023-03-20,1966-02-08,Female,West Mary,Ethiopia,Inactive
147,Amber,Frank,nicoleturner@example.com,+1-990-776-7699x150,2024-09-28,1957-04-19,Male,Jamieshire,Guinea,Inactive
148,Jessica,Bradley,penajohn@example.com,001-431-610-9193,2025-06-09,1968-06-01,Male,South Kellyshire,Hungary,Inactive
149,James,Miller,brettgarrett@example.net,(867)797-2320x024,2024-03-31,1963-03-10,Female,West Kellytown,Congo,Active
150,Larry,Williams,rubendavis@example.org,498-222-7495x4508,2025-10-22,1968-05-24,Female,Lake Danielle,Equatorial Guinea,Inactive
151,Wanda,Moore,lewischristian@example.net,388.706.5333,2022-12-22,1980-08-22,Female,Liumouth,Argentina,Inactive
152,Debra,Williamson,aprilwallace@example.org,677.895.9959,2022-12-07,1997-04-08,Male,North Mary,Netherlands,Active
153,Samuel,Craig,lisa62@example.com,921-770-7303x37933,2024-12-20,1978-06-13,Female,East Raymondmouth,Suriname,Active
154,Zachary,Nelson,perezchristopher@example.org,001-463-662-0501x5081,2024-01-02,1978-10-20,Female,South Ricardoside,Barbados,Inactive
155,David,Stanley,edwardsnicole@example.org,439.750.0334x234,2025-11-22,2003-03-04,Female,North Maryburgh,Moldova,Active
156,Jeffrey,Tucker,wayala@example.org,+1-432-830-2410,2025-09-10,1965-05-28,Female,Amandaview,South Africa,Inactive
157,Matthew,Ramos,caseyelliott@example.net,+1-315-334-7355x2896,2023-04-13,1990-03-03,Female,Abigailbury,Guinea,Active
158,Brianna,Nelson,scottbowen@example.net,(823)538-6559,2025-01-21,2007-09-09,Male,New Natalieshire,Malawi,Inactive
159,Jerry,Fischer,samanthajensen@example.com,2996384253,2025-05-09,1981-07-03,Male,Port Elizabeth,Afghanistan,Inactive
160,Jeffrey,Wilson,christophergarcia@example.org,(489)873-1791,2024-03-29,1966-11-21,Female,West Timothyside,Guatemala,Active
161,Chad,Jordan,bbell@example.com,001-885-278-7255x87774,2025-04-20,2003-12-19,Male,New Brooke,Guatemala,Active
162,Crystal,Campbell,johnnewman@example.org,833.473.6346,2024-04-21,1956-09-25,Female,Greenville,Mayotte,Inactive
163,Jeremy,Gregory,kimberly04@example.org,(248)912-1478x539,2025-11-20,1995-10-22,Male,Robertbury,Saint Vincent and the Grenadines,Inactive
164,Rebecca,Tucker,juliephillips@example.org,495.967.7665x75460,2024-02-28,1998-10-18,Male,East Saramouth,Belgium,Inactive
165,Michele,Estrada,troyrodriguez@example.com,341.651.4888,2023-11-17,1967-08-09,Male,Roseton,Saint Lucia,Active
166,Chad,Williams,ricetiffany@example.com,511.715.0835,2025-08-29,1994-01-30,Female,East Brandonstad,Saint Pierre and Miquelon,Active
167,John,Foster,david96@example.com,844-839-2840x445,2023-07-06,2004-05-02,Male,Wolffurt,Sri Lanka,Active
168,Elizabeth,Greene,kathrynbest@example.org,001-907-582-6333,2025-04-29,1997-11-11,Male,New Pamelastad,Bhutan,Inactive
169,Jason,Smith,matthewsalexander@example.org,298.777.5153x66377,2025-02-17,1987-11-22,Female,North Rhonda,Gibraltar,Active
170,David,Turner,livingstonstacy@example.com,(892)840-7553,2024-11-26,1971-08-30,Male,Paulville,Ukraine,Active
171,Selena,Clark,courtney86@example.com,+1-868-845-9090x22599,2024-09-01,1978-04-27,Male,Katrinaborough,Syrian Arab Republic,Inactive
172,Ashley,Taylor,imiller@example.net,961.686.3715,2025-06-08,1963-08-11,Male,Irwinport,Korea,Inactive
173,Thomas,Scott,joshuacollins@example.net,421-582-0970,2025-04-10,2003-11-07,Male,Coleton,Eritrea,Inactive
174,Kristen,Murphy,terrimoore@example.com,264-733-4817,2025-05-08,1980-05-01,Female,Sloantown,Faroe Islands,Active
175,Lindsey,Smith,wwillis@example.net,502.456.6212x86716,2023-10-27,1996-10-15,Male,New Thomaschester,Saint Barthelemy,Active
176,James,Burgess,collinssamuel@example.org,546.972.9949,2024-08-31,1978-11-19,Male,North Danielborough,South Georgia and the South Sandwich Islands,Active
177,Collin,Thompson,sanchezsandy@example.org,930-927-1693x859,2024-05-18,1999-10-11,Female,Watsonville,Niger,Inactive
178,Ryan,James,dsalazar@example.com,590.414.7546x926,2023-06-22,2001-05-20,Female,East Josephport,India,Inactive
179,Rodney,Padilla,davidzimmerman@example.net,+1-667-362-9160x324,2025-06-11,1969-06-03,Female,Stephanieview,Paraguay,Active
180,Stuart,Mason,martinstephanie@example.net,001-937-468-1511x856,2024-01-03,1970-11-17,Male,New Caitlin,Haiti,Inactive
181,Jessica,Whitaker,gary24@example.net,838-207-0176x563,2024-02-06,1965-01-03,Female,South Timothymouth,Egypt,Active
182,Emily,Drake,wiseanthony@example.com,3415257771,2024-12-02,1966-05-30,Male,Hansenfurt,Netherlands,Inactive
183,Tracey,Jones,alexandria49@example.net,001-372-874-2209x124,2023-05-28,1965-03-04,Male,Fredton,Papua New Guinea,Inactive
184,Corey,Hensley,crawfordwilliam@example.org,(210)542-7523,2024-09-02,1998-06-17,Male,Thomasberg,Brazil,Active
185,Richard,Williams,kvillarreal@example.com,508.516.4709x006,2023-04-15,2002-02-01,Male,West Reneechester,Uruguay,Active
186,Matthew,Smith,jonathangarcia@example.net,(333)410-6005x313,2025-07-26,2007-05-15,Male,Taylorchester,Indonesia,Inactive
187,Michelle,Morse,perezwilliam@example.org,001-820-868-1558x3938,2025-02-06,1985-01-14,Female,East Sheila,Australia,Active
188,John,Atkins,sanchezthomas@example.com,733-215-5206,2023-07-07,1970-05-08,Male,North Chelsea,Oman,Inactive
189,James,Johnston,haroldhorne@example.org,(937)331-4950x1364,2024-12-05,2002-07-02,Male,Joeport,Liechtenstein,Inactive
190,Shane,Berry,pwalker@example.com,001-789-924-1956x252,2023-10-10,1996-10-29,Female,Mcguireview,Swaziland,Inactive
191,Robert,Mckinney,joseph19@example.com,250-599-7683,2024-03-26,1967-11-07,Female,Parkerfurt,Lebanon,Active
192,Joshua,Butler,shawrachel@example.org,2914436391,2025-03-15,1990-06-13,Male,Ambermouth,Afghanistan,Active
193,John,Wilson,lindajarvis@example.com,(474)632-6303x975,2023-04-07,1995-12-22,Female,Carlachester,Australia,Inactive
194,Sandra,Smith,wileymichelle@example.com,508-864-0355x33803,2023-10-27,1996-04-13,Male,Georgebury,Finland,Active
195,Scott,Nguyen,christopher70@example.com,452.570.1713x02321,2023-03-19,1966-10-10,Female,West Adam,Algeria,Inactive
196,Michelle,Solis,kellymueller@example.net,881.467.4233,2023-01-24,1955-01-04,Female,East Karlstad,Namibia,Inactive
197,Andrea,Montgomery,stevenvargas@example.com,+1-834-449-7347x156,2024-01-04,1974-06-19,Male,North Gabriel,Ecuador,Active
198,Brent,Collier,jessicapayne@example.org,476.489.6270x6614,2024-04-29,1979-08-28,Male,North Joycefurt,Uganda,Active
199,Yvette,Gillespie,adamortiz@example.org,467-947-4689x715,2023-02-08,1987-02-23,Female,Lake Jack,Switzerland,Inactive
200,Mary,Davis,cynthia05@example.org,823.800.8576,2023-07-26,2001-12-12,Female,Port Carlosfort,Spain,Inactive
201,Tanya,Richard,usweeney@example.com,001-556-874-9160x1692,2024-05-29,2002-02-07,Female,Port Danielle,American Samoa,Active
202,Sara,Sanchez,harristonya@example.com,758-275-0663x370,2025-04-20,1970-01-09,Male,Simpsonchester,Saint Barthelemy,Active
203,Melinda,Chapman,jwoodward@example.net,001-324-397-2439x920,2025-09-26,1979-01-02,Male,Amandaside,Georgia,Inactive
204,Gabriel,Warren,christopher38@example.com,+1-866-691-8362x6448,2025-07-05,1970-04-04,Female,New Michael,Ghana,Active
205,Todd,Foster,stephen19@example.org,001-961-219-5243x6402,2024-08-17,1963-09-15,Male,Jennifermouth,Uganda,Active
206,Jason,Collins,danafoster@example.net,716-486-4622,2023-11-09,1970-05-03,Male,Georgeshire,Georgia,Inactive
207,Richard,Morgan,grahamtamara@example.org,001-223-472-8179x323,2025-10-28,1983-09-18,Female,Georgestad,British Indian Ocean Territory (Chagos Archipelago),Inactive
208,Brian,Cook,jose56@example.net,001-334-767-9121x41614,2023-09-10,1983-12-16,Female,Lake Michele,Mauritius,Active
209,Nicholas,Jackson,louis43@example.org,2932771004,2023-03-16,1960-11-03,Male,South Darrellhaven,Falkland Islands (Malvinas),Active
210,Tricia,Dixon,derekcarrillo@example.org,938-706-9847,2024-11-26,1989-06-07,Female,Tracyland,Andorra,Active
211,Joseph,Wilson,danielcole@example.com,+1-765-755-5356x690,2024-03-05,1978-09-24,Male,Jonesmouth,Senegal,Inactive
212,Kristen,Hicks,wmartinez@example.org,607-562-0918,2023-10-27,1957-04-11,Female,New Melissaton,Egypt,Inactive
213,Spencer,Bullock,qparker@example.org,(779)978-6305x050,2024-06-11,1986-11-12,Male,Kyleland,Netherlands,Inactive
